id	file_name
553c02d0-2c62-4513-bfc7-daef00be745e	TCGA-LL-A7SZ-01Z-00-DX1.4DAF6421-6A1D-41C8-BFD6-859FE10CB8CC.svs
02732da3-5144-4680-b6ee-cb8563125493	TCGA-B6-A0WZ-01Z-00-DX1.6CFB236E-36F5-43D6-8DE3-C4ECBD3C14C6.svs
251336b9-396a-43c0-9277-e848a7d38f49	TCGA-A8-A09Q-01Z-00-DX1.C7240AFB-5971-4577-812C-A255C249001A.svs
b991e35e-920a-497f-a6e8-30fc833d0488	TCGA-A7-A13F-01Z-00-DX1.AB4ADDD3-8E1C-4AB9-813E-D137A2CFB950.svs
3a41f044-b5c0-40de-bda7-d93784efa16a	TCGA-A2-A3KC-01Z-00-DX1.2532878B-49E2-48D5-82D5-00730C90EEF8.svs
8973944c-585c-4b9d-a85c-d358bb8bcab0	TCGA-D8-A1XG-01Z-00-DX1.0A58EF43-B97E-4111-8DC3-2F8D9BDBE7D6.svs
be1fed1a-deb9-4b70-bef1-9245e9e7482a	TCGA-D8-A1XZ-01Z-00-DX2.73D59546-C003-4DED-80D5-866E7055EC79.svs
c9eda175-ef25-49f1-beb1-3a8cb99c1f37	TCGA-E2-A15J-01Z-00-DX1.BF7901D1-30B1-4A76-B0A5-E9B8B36EF4C9.svs
dab8b8a4-84ca-4d1c-873d-66007379f075	TCGA-A7-A26E-01Z-00-DX1.BA4A7E28-0563-4C23-82D0-AB34A2E79AE3.svs
f557664b-b8d8-4802-8ebc-5e7d5d5fa40e	TCGA-A7-A4SA-01Z-00-DX1.B48FFD3E-9B45-4CEA-ACEE-5B08058CCF5F.svs
1c8bf463-54da-4f25-a146-e9ecb3df3af1	TCGA-OL-A66O-01Z-00-DX1.5F1E4C60-5CE8-41B4-A94D-4AA80D9253F9.svs
b7742447-a8c9-4772-894d-30bed44d8b98	TCGA-OL-A5RV-01Z-00-DX1.920AC243-1DAC-4854-BEB6-1CBCC950F26B.svs
1e3d7e89-ee2c-46fd-8697-2e62886657fb	TCGA-LL-A5YL-01Z-00-DX1.164C74AB-87D5-46CC-9D96-33FE1F88DC80.svs
7d6fb9c7-888f-4fd5-a6ae-62a4d7efdeca	TCGA-BH-A0EA-01Z-00-DX1.85FF2B48-2AF7-4C15-A7E6-FCA68CAB76C7.svs
870057a9-663c-432a-8c07-4af77e6ca31c	TCGA-AO-A1KT-01Z-00-DX1.47878910-4359-4795-B0BB-FAC147C8D932.svs
8e2334e6-4066-4ad3-9b89-903351f61442	TCGA-A7-A5ZW-01Z-00-DX1.5F571EE3-A1A3-4604-BE89-1A46E0EC508B.svs
82eddd0b-419e-4693-bb3d-3b5740174566	TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539.svs
1af1ce83-19e4-40a1-a0d8-d0325c0883c9	TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C.svs
0995fcc7-47c6-43af-abdb-3a00b960467b	TCGA-B6-A0IN-01Z-00-DX1.5C1CBEF7-0C4A-4B22-A85B-6F6FD9435573.svs
8a333548-ff44-466d-9ae0-fc40375f7813	TCGA-A8-A06Y-01Z-00-DX1.3BC58446-524E-43F3-AAE6-FBC4AA543E66.svs
11faafb6-b10a-49a5-a55d-d6b9ec843ae8	TCGA-B6-A0IQ-01Z-00-DX1.662EA039-825E-41FF-91D6-021EB0E099BD.svs
8aecf9c0-9777-4ed3-b5cc-c857a0291b6c	TCGA-AC-A2FB-01Z-00-DX1.A4D93E32-BBD7-45E4-8ACF-3724B059ECBC.svs
9e4fbdb7-824d-4ff4-9bb7-83e67be21b6d	TCGA-B6-A0IB-01Z-00-DX1.BAA1D655-1B80-49E2-B1EB-2ECC83DED989.svs
19f7acf1-9555-45b9-819e-026a6a09a154	TCGA-A7-A3IZ-01Z-00-DX1.7437130B-DF49-40C8-ABCD-FF9364B9B1B0.svs
2d82f850-0edd-4737-99c1-1060d0f51340	TCGA-A2-A0T1-01Z-00-DX1.CD1E9C46-18A3-466B-AA0B-24F3055FA851.svs
d7a7cc44-e056-4714-98bf-094777f5d589	TCGA-A7-A0D9-01Z-00-DX1.FBC3B90F-C58B-4476-8354-0AF9248324E3.svs
9b8dec44-e674-4dc7-a8a8-c962c907b64b	TCGA-D8-A1JC-01Z-00-DX2.854ABF5D-40F1-48AE-802F-97D75497F1FD.svs
aac5d476-06b4-4593-b9aa-611f7cb176f2	TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B.svs
30e301d3-7c7c-40e8-8940-80d44ae16572	TCGA-BH-A0H6-01Z-00-DX1.0CF7253A-B42C-4778-B1C6-17EC78A039ED.svs
a866f667-ca52-46f6-9bfd-7f89515aad2e	TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs
71157352-e984-4455-b5b0-7fbd90a150e4	TCGA-A8-A0AD-01Z-00-DX1.A831FB53-7605-4138-9341-6BBCA284441C.svs
78fe5ab1-15d3-4701-84d6-7b88beab2f22	TCGA-EW-A2FR-01Z-00-DX1.FF521BBF-F5BA-4B03-9CA1-101A337F4B45.svs
b5e8faf6-7f65-4048-afb5-16f919569b78	TCGA-E9-A1NH-01Z-00-DX1.20FF11B7-DAF0-41C2-B7C5-449BA5268EC0.svs
e61e6244-5a12-4640-996f-57597d0c452a	TCGA-GM-A2DD-01Z-00-DX1.01332FF3-7488-41B7-A515-7841715DE92B.svs
035a8ebb-a2c2-41bd-bcb9-8a9f5ac1a8a6	TCGA-E9-A5FK-01Z-00-DX1.3F002C99-B4CA-4068-A816-EAC370A2E8C4.svs
b8f781cf-ab2a-4b4a-93a9-735c0bf45658	TCGA-E9-A2JT-01Z-00-DX1.49C2B936-3B1A-4014-8B43-26D483DEF53A.svs
e4743080-e74f-4214-bb26-a5ff5a03b032	TCGA-C8-A26V-01Z-00-DX1.6E86DF74-D575-4969-8142-963D9DF5208F.svs
f4b8f536-2e19-428b-a9f5-2279aab6ba67	TCGA-D8-A1XW-01Z-00-DX1.10187A1F-086B-4CD9-AC01-ADA2E435CD34.svs
610877e4-a91c-4111-948d-d81927286de4	TCGA-A8-A07L-01Z-00-DX1.D9E1051F-724E-4E88-940A-C97005DC5BEB.svs
8016d285-e7f2-4f37-a36d-a9f48014c572	TCGA-EW-A2FV-01Z-00-DX1.0C59AC06-DD9B-413A-8A03-B71774F662FA.svs
47d406bd-7e27-46ee-8194-20a90403b65e	TCGA-E2-A14W-01Z-00-DX1.2AF665A9-F582-4C41-B2B8-1982648CDEC7.svs
b576aac5-e80f-4ee2-a4bb-87d8de1c770c	TCGA-OL-A66N-01Z-00-DX1.ABDA3014-7B3A-4D48-A415-CB9608491ECB.svs
09a0d4a4-fa07-43c9-aed5-c292baa229cf	TCGA-LL-A5YM-01Z-00-DX1.2B8904A9-6A45-4FFD-AF15-EB81773E5B79.svs
62dd8f98-0fac-4d85-befb-36b23e29eba2	TCGA-BH-A18R-01Z-00-DX1.07E6FA7F-5072-4327-9982-A40F010B7532.svs
ce717a46-a25a-42f3-8402-10239838d0c6	TCGA-S3-A6ZH-01Z-00-DX1.E728FF79-4921-436F-BFF5-5B782C0EEB9A.svs
65c555cc-850b-4504-9ebb-013b965278d8	TCGA-E2-A576-01Z-00-DX1.2E045763-7EB0-48F5-8C47-E4B84287D739.svs
cd10b816-18d6-4bc4-b4bb-41743a2f872a	TCGA-A7-A4SC-01Z-00-DX1.171E89D2-2D64-4C3F-A42C-B1167654858B.svs
101c2a43-88d8-4cb8-b5bd-c8ec41e835b1	TCGA-EW-A1P6-01Z-00-DX1.A8024C26-6336-4858-88FD-5679795899BA.svs
2449ff02-6925-4f25-9074-7c5fbeab0bd2	TCGA-AC-A23G-01Z-00-DX1.2F0326F7-6B77-4B3F-B4FA-59ADB785AA07.svs
b6c1920d-bc94-4286-9f4d-e90459359130	TCGA-BH-A0DK-01Z-00-DX1.0CFED53C-BAD9-4E35-B12F-57E64F3FEF1C.svs
a779fff9-b54a-4c18-936f-43f75119b9ad	TCGA-EW-A1P1-01Z-00-DX1.4B670029-4B3B-4D76-8EA4-F4F29EEF9E37.svs
60b168d5-8ec0-4996-8e4e-340593ceb8a6	TCGA-E9-A3Q9-01Z-00-DX1.2D0CA5D4-CCE5-4647-BFB3-D5359F53DA83.svs
9831c1c0-3909-4a71-916d-2551da437100	TCGA-EW-A1PD-01Z-00-DX1.6F6A0122-A50B-4D00-9A3F-7A2502D44E38.svs
03a7acd9-178a-4165-9588-fa63e46f3387	TCGA-AO-A1KO-01Z-00-DX1.EEB5E0A0-92B2-42CD-9F7A-00E9250B561F.svs
95f68385-c86f-4b87-aedb-b39375fa3172	TCGA-AN-A0XN-01Z-00-DX1.A8EB9F62-236E-4C59-A206-DF0C7654AC30.svs
ac8c09f2-2fd6-43e2-8233-00dcf54dcb0b	TCGA-GM-A2DA-01Z-00-DX1.6E409F88-F654-48C8-A753-BB054037BE16.svs
4730b23e-aea1-49a2-ba63-2231fd88b592	TCGA-E2-A14P-01Z-00-DX1.663B02FF-C64B-41A6-8685-FD61CD76F9C6.svs
63f10c46-8870-40dd-a531-6317306be707	TCGA-E2-A15D-01Z-00-DX1.AA5AF847-3635-4BAF-AAC3-BADB4A1B2CB1.svs
b0e7ce5b-5de6-4b13-ae75-5a0360d044de	TCGA-EW-A1IZ-01Z-00-DX1.81D5544E-0A7D-4A92-A3B0-4F22CFB8BBB2.svs
fa5d3f80-37cb-479b-b72a-55e802616a13	TCGA-A8-A07Z-01Z-00-DX1.713945D9-6855-456D-87FB-EF8AF8980F51.svs
d5f22fbe-09fb-42e8-9b58-3f68b264d22c	TCGA-A2-A0ES-01Z-00-DX1.5652EE30-48C1-4EC1-AD77-8C72DFCB9A97.svs
f2d5aa37-d9ce-4264-a447-fc69dd0d7d85	TCGA-OL-A5RW-01Z-00-DX1.E16DE8EE-31AF-4EAF-A85F-DB3E3E2C3BFF.svs
6893c05f-2f6b-4c9b-bfa5-928ac5d44cfa	TCGA-E9-A54X-01Z-00-DX1.9BF3DE15-FA5A-459D-9B2E-8EB92F34228D.svs
7c18fde2-b392-4ae1-a711-1bd707f5800e	TCGA-C8-A1HJ-01Z-00-DX1.745159F1-85E7-4CC0-B088-E1CA91916FB8.svs
ba64e944-edb9-46f9-afe3-8368a44d0f09	TCGA-C8-A1HL-01Z-00-DX1.CC21CAE9-DE48-4ADE-A959-5A99010AAFAC.svs
192328b1-0dd2-4f6a-86bf-90a155382e03	TCGA-A2-A0YC-01Z-00-DX1.F01F2268-17D8-45FD-8917-FD89454D0709.svs
b1e64f03-c419-421e-b801-2439bace5ad5	TCGA-AO-A0JB-01Z-00-DX1.250FE098-345B-4981-9236-0519E1C9058E.svs
d506d590-05fe-4d0c-ae8e-2e4ba54923af	TCGA-AN-A0XU-01Z-00-DX1.6B0DD0FF-A20D-4BA2-8D48-FC357BA5313F.svs
ef080f83-d45f-4c82-a0ef-b48689450bf5	TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F.svs
248c960a-1ed6-4393-9bdd-82dffe30786e	TCGA-BH-A0DX-01Z-00-DX1.45C27E71-9A0A-400E-93A9-5CE7780F3C5E.svs
e24263da-233c-4768-a42b-ee66658db638	TCGA-E9-A1N3-01Z-00-DX1.608fb360-17bf-4f85-b090-b8fc867831a3.svs
50f9d66e-152a-4ae6-8e8a-7c6be4ca34bd	TCGA-A2-A0T6-01Z-00-DX1.207A3883-5B41-40EB-95A1-D64C9610650B.svs
b05f7d3c-6e83-4981-a831-e83db9e2f0c5	TCGA-B6-A0I6-01Z-00-DX1.D597D207-BEB2-4CE5-B315-FE7AD6E9C30B.svs
88a55e15-121d-41d9-a2a1-b40567408902	TCGA-GM-A3XN-01Z-00-DX1.49F5C8AC-0328-4BC2-9FE2-E7150B7A42E2.svs
00ab866f-a0a3-44c0-ad14-c9dc833239a7	TCGA-AC-A3BB-01Z-00-DX1.CE889249-2A5E-44DA-B04E-746BE82CD805.svs
d7539c2a-21e3-437b-9070-b840b3083645	TCGA-E2-A1LL-01Z-00-DX1.D1AA1613-902C-4579-9612-48A76042B0AE.svs
f506096a-6d86-481b-90ed-389e1b636c84	TCGA-S3-AA12-01Z-00-DX2.4F0A4F18-41C7-4497-A7B8-5DCE610E08AD.svs
949a4e4a-824a-422c-ab4f-e1860818074c	TCGA-BH-A0E0-01Z-00-DX1.01E88024-83DF-4282-ABAF-F4E35807DA06.svs
154235da-b628-4d36-965d-a82354f5025e	TCGA-A8-A06Z-01Z-00-DX1.2BC8B71D-E01B-4CC1-B5E7-09BB54A5E1F8.svs
2c83bc8f-ac3c-4749-921a-cdef6f872704	TCGA-BH-A0BT-01Z-00-DX1.9087B9E7-C0CD-4179-AF57-AD9255785169.svs
59e62e9c-0a17-4019-a32c-bebfcba41f46	TCGA-BH-A0HF-01Z-00-DX1.1EB2F7CE-54F4-4E41-A3CF-78209770B7CE.svs
bb839a59-b9d3-4452-9142-efff6d095475	TCGA-E9-A248-01Z-00-DX1.C991932F-39D4-4F2C-91C3-CE12B5BAEDB1.svs
95ff8d8c-f9d3-40cd-8fd8-232b3163e680	TCGA-A2-A0ST-01Z-00-DX1.AE05A5DB-4861-40DE-B0F5-7955FC903A96.svs
0670f8bf-f09b-4f7f-8f14-683dceaf2cb0	TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3.svs
cf681f8e-9db4-4650-a627-d36f7e044fb3	TCGA-LL-A6FR-01Z-00-DX1.107010FD-8EDD-406D-B4DE-DEC9E85576FF.svs
919ee5f1-f2b9-4065-b07c-0b9687af5456	TCGA-D8-A27F-01Z-00-DX1.C1A87F27-49F1-46BA-B2E2-A89293F7FD0C.svs
7a7acdff-a892-413b-a325-54348e7cab42	TCGA-B6-A0WS-01Z-00-DX1.020ED7BF-9497-4F13-AA07-FE0E839F9A06.svs
e70c89a5-1c2f-43f8-b6be-589beea55338	TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2.svs
5588dcbb-ac44-4127-8a1f-5b5e547cf23c	TCGA-A8-A085-01Z-00-DX1.0DA29016-AEA4-4E5F-B679-83095A79F5B3.svs
aa37e0b3-0986-4ba1-8416-b2fcbe40d3ec	TCGA-AR-A24V-01Z-00-DX1.E749C2FE-E26B-4306-80B4-8269EEB23270.svs
0f8ce6d5-182f-41eb-8a1e-fe3bda2dcbbf	TCGA-E9-A1NE-01Z-00-DX1.f332124a-cdab-4ab5-82d1-4b8b7f3c9821.svs
2d9ce6c5-b484-4d2a-ac03-91965f4cad76	TCGA-AC-A8OQ-01Z-00-DX1.15946A44-711C-4765-AB46-5CFB7BD11E42.svs
d2d43332-6848-4e05-908a-9b8095d4aedf	TCGA-AC-A23C-01Z-00-DX1.0E67C785-83D3-49AF-B600-FB5B909AE6ED.svs
a6be974e-54fc-490a-9ba1-97eaa93f2771	TCGA-A2-A1FX-01Z-00-DX1.35B93F3A-9959-4D72-A702-08B27563D24F.svs
71d04401-9aaf-4f80-8948-6b0a67c4c965	TCGA-D8-A1JU-01Z-00-DX1.355D93B4-E69E-417C-B3D1-3E1AAF1E02FE.svs
382f03bc-c0d2-428f-ab6f-15f50b588cf9	TCGA-A8-A09A-01Z-00-DX1.78773A6C-BA8A-46BE-AC2A-9C6FDAB45622.svs
8f666638-e5a2-4088-972b-ab614bc1f306	TCGA-PE-A5DD-01Z-00-DX1.E1EF11EC-B87B-49DE-A544-2E162F9AE789.svs
4a540eea-71ba-4d89-9a93-719abb685469	TCGA-A2-A0YL-01Z-00-DX1.69A438C7-B1E0-4990-B1E6-586C551DC79C.svs
633b7ea4-afd3-4617-9d11-87deedbb565d	TCGA-E2-A105-01Z-00-DX1.192813F9-2D7B-40C7-88D9-BFA939D43FEE.svs
a5abd9c6-dfa2-4fc0-8ee5-bdfff7f15997	TCGA-AC-A2FM-01Z-00-DX1.5D2309D5-C47B-4B04-B7B8-2F0685842889.svs
8471d01e-a50c-4348-86f7-9d1d5b69f99b	TCGA-C8-A1HE-01Z-00-DX1.83A5D816-E3A6-46B8-B1B8-B31486EB686E.svs
f4c82dfb-bcb5-42d4-968c-6185ef7fd0b0	TCGA-A7-A26I-01Z-00-DX1.0077D012-BC14-4E96-84F7-A1A6A3A778DF.svs
792cab5a-a944-4a87-9f68-364845db8c45	TCGA-AO-A0J4-01Z-00-DX1.2EFC978E-8DF5-4254-9598-C0910B17C5C8.svs
ddcb21eb-b039-42b6-9f4e-12e36ad9040e	TCGA-EW-A1PE-01Z-00-DX1.8EF56824-0B37-4AD1-AF3E-7988FCBEF773.svs
40b5da84-5b98-4444-9745-2f1ebe5132e4	TCGA-WT-AB41-01Z-00-DX1.75BDFDF2-CD87-46D1-B32C-725741CB02BE.svs
8c73843e-9c4c-4f6d-994d-6fa06f66dfcb	TCGA-A8-A07C-01Z-00-DX1.1F069BCA-D2B3-49CF-81FD-9EBA49A3439F.svs
0070d4e9-f838-4ee9-a48b-c894b3b86440	TCGA-A2-A25A-01Z-00-DX1.6D311E39-9F96-4775-B9DA-8D034D1AD1DC.svs
f9415b74-ee9c-4e63-8deb-5fb8766256f8	TCGA-AR-A0TP-01Z-00-DX1.58E6A3A6-D1D7-4AE5-87A5-E823F04CBB2F.svs
993a9d90-8508-4db0-b955-813ca5984c93	TCGA-EW-A1PB-01Z-00-DX1.B2E9B88F-C371-4821-9B7B-8A63BB120D95.svs
5728ade8-c43c-49f6-b887-d1bef00ec96d	TCGA-D8-A140-01Z-00-DX2.0C0A62BB-1FB8-47D8-8FAF-112D221F18BE.svs
8d7a3874-4b3b-4866-aa99-2ac27490656c	TCGA-AR-A5QQ-01Z-00-DX1.4185D6D2-498E-4E71-8CB3-EDB4739C6229.svs
aef825ae-1b7a-4f6e-9c91-0875301eee06	TCGA-EW-A1OW-01Z-00-DX1.97888686-EBB6-4B13-AB5D-452F475E865B.svs
70b9e76b-7bb1-4b1b-b154-c3af7e217c58	TCGA-BH-A0HX-01Z-00-DX1.44EBA39E-383D-4820-915E-4E5FDA1D43DA.svs
5bd2d920-fb46-45b2-9995-bd383330c8f6	TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs
35ed3b43-99d6-4a9e-9b1b-1ded7e2ee7c7	TCGA-E2-A15O-01Z-00-DX1.4D0F3975-93EA-4DC2-AD0C-A76A24C3AE0C.svs
7802781b-5141-4f48-ab3c-e8b86899e639	TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F.svs
626bfe89-c9c8-4ebf-97c9-56b1bd27f22d	TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767.svs
daedfd81-4a6f-4f99-a505-c9363c961f4e	TCGA-BH-A0EB-01Z-00-DX1.70D7BBA0-214D-4D1A-933C-7CFCDA5416A3.svs
742e81be-ad02-4e99-bc69-9cb1d44228ca	TCGA-AR-A1AR-01Z-00-DX1.E7B7F6F0-9CC0-4D4F-8C9F-443A74D2BE40.svs
8445cfc1-a20a-4b5b-861a-ae8412f4d497	TCGA-BH-A0BP-01Z-00-DX1.63A87C1D-87FA-494D-9836-74290B5DC30D.svs
672685f0-fe97-415f-b52b-e451ac87294f	TCGA-E2-A158-01Z-00-DX1.994C60FE-E651-4224-95E7-4669834F2338.svs
bd74ee11-89ac-45f0-8257-a5f37bb14078	TCGA-E9-A1R0-01Z-00-DX1.187C58EA-132E-4B3C-BAD0-7F59101D5C4D.svs
83aa45a7-b531-42da-ba40-c0e14ed36f26	TCGA-E2-A2P5-01Z-00-DX1.375B5E5D-D8D0-425C-9163-6DF26E31BBE1.svs
e8cde9dc-4185-4adb-a1f9-e1a7979bfcc0	TCGA-C8-A3M8-01Z-00-DX1.97AC85E0-6281-4F2E-8034-24AD5F52D5A6.svs
aa3f0051-ea7f-47f2-a7aa-315c1bdc3f18	TCGA-BH-A0C1-01Z-00-DX1.21FE357E-B182-4397-BFEF-7E96E994236A.svs
fde7b886-1909-4e13-b1f7-77bdca8c2042	TCGA-A2-A1G4-01Z-00-DX1.0274DF5B-5920-419A-B778-2F04D9C602F2.svs
49e28f2a-44b4-4e68-b489-952abc82014a	TCGA-A2-A4RX-01Z-00-DX1.E2C96C9D-5023-4F41-8CC8-24C6E015B252.svs
fe780eea-1475-4113-b59e-8b1d8742c995	TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2.svs
5bdc7ecc-161f-43a7-b252-87ad89872bdc	TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C.svs
b5fcf039-cf23-4df8-811e-048d9d4fa9d6	TCGA-BH-A18H-01Z-00-DX1.4EC9108F-04C2-4B28-BD74-97A414C9A536.svs
86925470-1065-44f5-a4e5-a3c55a73c995	TCGA-OL-A5D6-01Z-00-DX1.6B11331B-4A0D-4E13-B054-A5C7A6FC3AAC.svs
f3f25ef3-30f0-4500-a20f-039ba7aa5d7c	TCGA-IM-A3ED-01Z-00-DX1.B02872A6-BA1B-4647-A5D3-474316E8AD5B.svs
5069e79d-98d8-42f1-8dbd-3a426d45fdd0	TCGA-KS-A4IB-01Z-00-DX1.26B2EF79-A42A-493A-B7B9-F1A6450041EE.svs
731ac3e0-cdc3-4f50-b13e-dc63d2b4403d	TCGA-EL-A3TA-01Z-00-DX1.272C4B72-AB1F-4ADB-83FF-98D301B22977.svs
03362739-c0d7-4fc9-aced-413c7b71eda6	TCGA-DJ-A2PW-01Z-00-DX1.57FC77A8-DDCC-40DC-9B08-79DE5EFD02F0.svs
06707cc7-f023-46dd-b7f0-fecce4c65f4b	TCGA-DJ-A3UM-01Z-00-DX1.4D56B74F-3F8E-4A4F-B7EA-B91DC97936BD.svs
f2811cd0-523f-4821-aa65-3d0bc9344a0d	TCGA-L6-A4EQ-01Z-00-DX1.F8E576B5-ADA7-44DB-AC79-C3429F2B33E2.svs
d365f4c8-a355-4872-8287-8509aa9b3a37	TCGA-EM-A3ST-01Z-00-DX1.3A04333E-85A0-45FF-A613-A0D9A2EE84E2.svs
f5b922f0-c52b-40fd-bd96-04a73f8b3fb0	TCGA-DJ-A3UO-01Z-00-DX1.4113A0BA-FD12-4DE9-8DC0-911BBF5DBC89.svs
56334945-9631-4b35-85f7-640fc210640e	TCGA-ET-A3BT-01Z-00-DX1.3BF0EE2E-27FA-4E9D-819E-E6F22B29D877.svs
9a1a083a-7eec-44c1-8964-af36bf5e93d6	TCGA-DJ-A4V2-01Z-00-DX1.5C8BADF7-031B-472D-8B8C-83C833D3EC4D.svs
1e1b6b55-487b-4b09-8dc0-3d92a9ab2806	TCGA-EM-A3AJ-01Z-00-DX1.20774305-2AB9-41A6-93C4-ACF1F8D55BAA.svs
e12a9a1e-d88a-4e9a-8bd6-1abf206ca587	TCGA-FY-A3R9-01Z-00-DX1.A3FB9FB1-B5BD-48B8-A848-FCA9EC505378.svs
716e2a4a-4098-47be-8329-78b7f11dfc36	TCGA-BJ-A45F-01Z-00-DX1.33739120-5AAA-409E-98A1-6B0F72AFEF80.svs
c0731b40-cd4e-4e35-b4e8-051ae042409e	TCGA-EL-A3GP-01Z-00-DX1.BD923F73-E189-4F82-B233-345A3C1B42F3.svs
174feeb6-5b64-4c6d-97f6-a6c950400df3	TCGA-DJ-A3VD-01Z-00-DX1.3C5B00B8-3456-421A-8367-4AF94ECD1D36.svs
06286783-4bb7-418b-bf2d-057c5e9dda3f	TCGA-CE-A3ME-01Z-00-DX1.BCF7C127-B617-43C3-9D54-E10310EE9DA5.svs
6936e270-887a-4fa4-8426-75bc6c39db96	TCGA-DJ-A1QE-01Z-00-DX1.B8EB5453-9B8D-49B2-9AAF-2145C61D493D.svs
206df64b-bb37-4f78-a649-cbdc319203c0	TCGA-DJ-A2Q1-01Z-00-DX1.F9F8C711-07DF-4726-9D27-0C6C648EB261.svs
1b513d1d-af73-4d84-8c01-3e386438f778	TCGA-BJ-A2P4-01Z-00-DX1.897FBD3D-9988-4A04-863C-710928929D5A.svs
a1787d79-2b26-487b-8ba8-51bd55afd756	TCGA-EM-A1CS-01Z-00-DX1.37618D38-55A6-4D9C-AE95-4B42239ECC5E.svs
862b0044-3a92-4f1d-bd58-4e07f923371b	TCGA-EL-A3ZP-01Z-00-DX1.F6E38F53-2477-4066-8559-137CBADA45E2.svs
eb582c4a-d131-449e-9038-5328b99fa025	TCGA-E3-A3E2-01Z-00-DX1.E21626F3-0840-40ED-B853-E3E2992EBB24.svs
